merge_id,merged_at,payload_kind,source_id,source_name,source_type,target_id_at_event,target_name_at_event,current_target_id,current_target_name,current_target_type,variant_assignments,affected_source_item_count,affected_source_item_ids,source_item_kinds,item_row_count,addon_row_count,raw_name_count,raw_names,mapping_rows_count,order_item_rows_count,order_item_addons_count
52,2026-04-11 08:33:24,resolution_variant_v1,fef2c1f1-8e3f-5efb-97b2-a2acd37b0488,Orange With Orange Jam Ice Cream,Ice Cream,40ad4449-a346-58aa-b244-0e948b030f27,Orange With Orange Jam,40ad4449-a346-58aa-b244-0e948b030f27,Orange With Orange Jam,Ice Cream,FAMILY_TUB_500GMS -> FAMILY_TUB_500GMS,1,1302246705,item,9,0,1,Orange With Orange Jam Ice Cream (Family Tub (500gms)),1,1,0
51,2026-04-11 08:33:18,resolution_variant_v1,fef2c1f1-8e3f-5efb-97b2-a2acd37b0488,Orange With Orange Jam Ice Cream,Ice Cream,40ad4449-a346-58aa-b244-0e948b030f27,Orange With Orange Jam,40ad4449-a346-58aa-b244-0e948b030f27,Orange With Orange Jam,Ice Cream,MINI_TUB_160GMS -> MINI_TUB_160GMS,1,1302246703,item,43,0,2,Orange With Orange Jam Ice Cream (Mini Tub (160gms)) | Orange With Orange Jam Ice Cream (Mini tub (160gms)),1,3,0
50,2026-04-11 08:33:13,resolution_variant_v1,fef2c1f1-8e3f-5efb-97b2-a2acd37b0488,Orange With Orange Jam Ice Cream,Ice Cream,40ad4449-a346-58aa-b244-0e948b030f27,Orange With Orange Jam,40ad4449-a346-58aa-b244-0e948b030f27,Orange With Orange Jam,Ice Cream,JUNIOR_SCOOP_60GMS -> JUNIOR_SCOOP_60GMS,1,1302246701,item,4,0,1,Orange With Orange Jam Ice Cream (Junior Scoop (60gm)),1,2,0
49,2026-04-11 08:33:06,resolution_variant_v1,f55f2f72-75af-5543-95a3-def67e806b76,Orange And Orange Jam (60gm),Ice Cream,40ad4449-a346-58aa-b244-0e948b030f27,Orange With Orange Jam,40ad4449-a346-58aa-b244-0e948b030f27,Orange With Orange Jam,Ice Cream,1_PIECE -> 1_PIECE,1,944d4448-8d5a-515b-b6ee-a7453404143e,,0,0,0,,1,0,1
48,2026-04-11 08:32:59,resolution_variant_v1,27a712d1-6c32-5f79-b0bb-80722458a5a8,Cherry & Chocolate (60gm),Ice Cream,72b87507-42d3-5388-ab9c-75ec31d90f99,Cherry & Chocolate,72b87507-42d3-5388-ab9c-75ec31d90f99,Cherry & Chocolate,Ice Cream,1_PIECE -> 1_PIECE,1,04bc13b8-3888-57e7-8d27-bc99328622b9,,0,0,0,,1,0,4
47,2026-04-11 08:31:18,legacy_merge_v1,da4af44c-d2cc-5c34-855c-bbf25c1a1e0f,Bean-to-Bar 70% Dark Chocolate Ice Cream,Ice Cream,1dc994ab-1d71-5a0e-88e3-2156390b68cd,Bean-to-Bar Dark Chocolate Ice Cream,1dc994ab-1d71-5a0e-88e3-2156390b68cd,Bean-to-Bar Dark Chocolate Ice Cream,Ice Cream,,10,1282581599 | 51217617 | 51217635 | 51217674 | 51492582 | 51975424 | 51975446 | 51975447 | 52700809 | ec266dc7-6bf0-5eaa-b2ee-ee36f7ce272f,addon | item,281,121,13,Bean-to-Bar 70% Dark Chocolate Ice Cream (Perfect Plenty (200gms)) | Bean-to-Bar 70% Dark Chocolate Ice Cream (Perfect Plenty (300ml)) | Bean-to-Bar 70% Dark Chocolate Ice Cream (Perfect Plenty (325ml)) | Bean-to-Bar Dark Chocolate Ice Cream (Regular Tub (220gms)) | Bean-to-Bar Dark Chocolate Ice Cream (Regular Tub (300ml)) | Bean-to-bar 70% Dark Chocolate Ice Cream (Perfect Plenty (300ml)) | Bean-to-bar 70% Dark Chocolate Ice Cream 200ml | Bean-to-bar Chocolate 70% Dark Ice Cream (Perfect Plenty (300ml)) | Bean-to-bar Chocolate 70% Dark Ice Cream (Perfect Plenty) | Bean-to-bar Chocolate Dark Ice Cream (Regular Tub (220gms)) | Bean-to-bar Chocolate Dark Ice Cream (Regular Tub (300ml)) | Bean-to-bar Dark Chocolate Ice Cream (Regular Tub (220gms)) | Bean-to-bar Dark Chocolate Ice Cream (Regular Tub (300ml)),10,0,0
46,2026-04-09 17:16:04,resolution_variant_v1,fef2c1f1-8e3f-5efb-97b2-a2acd37b0488,Orange With Orange Jam Ice Cream,Ice Cream,40ad4449-a346-58aa-b244-0e948b030f27,Orange With Orange Jam,40ad4449-a346-58aa-b244-0e948b030f27,Orange With Orange Jam,Ice Cream,REGULAR_SCOOP_120GMS -> REGULAR_SCOOP_120GMS,1,1302246702,item,68,0,1,Orange With Orange Jam Ice Cream (Regular Scoop (120gm)),1,1,0
45,2026-04-09 16:49:23,resolution_variant_v1,027d1c25-4951-55cd-8c94-4a201ac6fbfe,Masala Chai (60gm),Ice Cream,7e934374-853c-5250-a690-ad9f0abea8a4,Masala Chai Ice Cream,7e934374-853c-5250-a690-ad9f0abea8a4,Masala Chai Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS -> JUNIOR_SCOOP_60GMS,1,3fe25113-88be-5457-b3b7-3777b57626e9,,0,0,0,,1,0,1
44,2026-04-09 16:48:31,resolution_variant_v1,2fa14c85-67f4-53ed-b72d-67edea1de9d8,Lemongrass Ginger & Lemon Jam,Ice Cream,0cb4d3fb-7cd8-573c-b2f4-cc42e5ac843c,0cb4d3fb-7cd8-573c-b2f4-cc42e5ac843c,8b5194fc-8f8e-59ee-9367-e4d63f1a39a4,"Lemongrass, Ginger & Lemon Jam Ice Cream",Ice Cream,JUNIOR_SCOOP_60GMS -> JUNIOR_SCOOP_60GMS,1,797299fd-04bd-58e8-a065-831c635bc130,,0,0,0,,1,0,7
43,2026-04-09 16:31:27,resolution_variant_v1,3358e3dc-46e1-5629-9f0b-e685060cf875,Eggless Banoffee Ice Cream,Ice Cream,4ea8d0a8-f4a7-5ba2-8d04-dae39188c24a,Banoffee Ice Cream,4ea8d0a8-f4a7-5ba2-8d04-dae39188c24a,Banoffee Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS -> JUNIOR_SCOOP_60GMS,4,1285047341 | 54290380 | 7449dbb6-75ef-5e31-a0ab-a84c75401451 | f7fb56db-3163-5a15-9911-53d5732f081a,addon | item,12,35,4,Banoffee (60gm) | Banoffee Ice Cream (Junior Scoop (60gm)) | Eggless Banoffee Ice Cream (Junior Scoop) | Eggless Banoffee Ice Cream Small Scoop,4,12,57
42,2026-04-09 16:30:49,resolution_variant_v1,eb6da8ab-301c-5723-8cc9-696d41ab7917,Dates With Fig & Orange,Ice Cream,9f65a688-f7d4-54d8-97c1-af3fbb88b929,Dates With Fig & Orange Eggless,9f65a688-f7d4-54d8-97c1-af3fbb88b929,Dates With Fig & Orange Eggless,Ice Cream,JUNIOR_SCOOP_60GMS -> JUNIOR_SCOOP_60GMS,3,1f23fb59-921c-545d-8b8f-2bba5c62d8ee | 56834952 | fcb7118d-b412-53d1-b37e-f2af0910a130,addon,0,3,2,Dates With Fig & Orange Small Scoop | Dates With Fig &amp; Orange Small Scoop,3,0,5
41,2026-04-09 16:29:58,resolution_variant_v1,4eb61886-91d1-5648-96e8-a6f662ff1683,Dates & Chocolate,Ice Cream,8e0cabbe-2605-5acd-a13f-bc142df0d168,Dates & Chocolate Eggless,8e0cabbe-2605-5acd-a13f-bc142df0d168,Dates & Chocolate Eggless,Ice Cream,JUNIOR_SCOOP_60GMS -> JUNIOR_SCOOP_60GMS,4,56834951 | 6005f98a-c60d-5970-b7b8-777a0d65dc68 | c9d049da-8236-56d0-8d35-077162841386 | df782908-9b29-5d93-acfb-af15eb5227c1,addon,0,3,2,Dates & Chocolate (60gm) | Dates &amp; Chocolate Small Scoop,4,0,11
