name,type,variant
"Eggless Coffee Mascarpone Ice Cream )',",ICE_CREAM,200_ML
"Eggless Coffee Mascarpone Ice Cream )',",ICE_CREAM,200_GMS
"Eggless Coffee Mascarpone Ice Cream )',",ICE_CREAM,300_ML
"Eggless Coffee Mascarpone Ice Cream ',",ICE_CREAM,PERFECT_PLENTY
"Eggless Coffee Mascarpone Ice Cream )',",ICE_CREAM,120_GM
"Eggless Coffee Mascarpone Ice Cream ',",ICE_CREAM,REGULAR_SCOOP
"Eggless Coffee Mascarpone Ice Cream )',",ICE_CREAM,220_GMS
"Eggless Coffee Mascarpone Ice Cream )',",ICE_CREAM,300_ML
"Eggless Coffee Mascarpone Ice Cream  )',",ICE_CREAM,725_ML
"Eggless Coffee Mascarpone Ice Cream  )',",ICE_CREAM,300_ML
"Eggless Design Your Indulgence Duo',",COMBO,1_PIECE
"Eggless Design Your Indulgence Duo Ice Creams ',",ICE_CREAM,200_ML
"Eggless Fig & Orange Ice Cream )',",ICE_CREAM,300_ML
"Eggless Fig & Orange Ice Cream  )',",ICE_CREAM,300_ML
"Eggless Fig & Orange Ice Cream )',",ICE_CREAM,300_ML
"Eggless Fig Orange Ice Cream ',",ICE_CREAM,JUNIOR_SCOOP
"Eggless Fig Orange Ice Cream )',",ICE_CREAM,200_ML
"Eggless Fig Orange Ice Cream ',",ICE_CREAM,REGULAR_SCOOP
"Eggless Fig Orange Ice Cream )',",ICE_CREAM,300_ML
"Eggless Kulfi Inspired Ice Cream ',",ICE_CREAM,REGULAR_SCOOP
"Eggless Milk Chocolate ',",DESSERT,PERFECT_PLENTY
"Eggless Old Fashion Vanilla Ice Cream ',",ICE_CREAM,FAMILY_FEAST
"Eggless Old Fashion Vanilla Ice Cream )',",ICE_CREAM,300_ML
"Eggless Old Fashion Vanilla Ice Cream ',",ICE_CREAM,REGULAR_SCOOP
"Eggless Paan & Gulkand Ice Cream )',",ICE_CREAM,725_ML
"Eggless Paan & Gulkand Ice Cream ',",ICE_CREAM,FAMILY_FEAST
"Eggless Paan & Gulkand Ice Cream )',",ICE_CREAM,700_ML
"Eggless Paan & Gulkand Ice Cream )',",ICE_CREAM,725_ML
"Eggless Paan & Gulkand Ice Cream ',",ICE_CREAM,JUNIOR_SCOOP
"Eggless Paan & Gulkand Ice Cream )',",ICE_CREAM,200_ML
"Eggless Paan & Gulkand Ice Cream )',",ICE_CREAM,200_ML
"Eggless Paan & Gulkand Ice Cream )',",ICE_CREAM,300_ML
"Eggless Paan & Gulkand Ice Cream ',",ICE_CREAM,PERFECT_PLENTY
"Eggless Paan & Gulkand Ice Cream ',",ICE_CREAM,REGULAR_SCOOP
"Eggless Paan & Gulkand Ice Cream )',",ICE_CREAM,220_GMS
"Eggless Paan & Gulkand Ice Cream )',",ICE_CREAM,300_ML
"Eggless Paan & Gulkand Ice Cream  )',",ICE_CREAM,725_ML
"Eggless Paan & Gulkand Ice Cream  )',",ICE_CREAM,300_ML
"Eggless Paan & Gulkand Ice Cream )',",ICE_CREAM,200_GMS
"Eggless Paan & Gulkand Ice Cream )',",ICE_CREAM,300_ML
"Eggless Strawberry Cream Cheese Ice Cream )',",ICE_CREAM,725_ML
"Eggless Strawberry Cream Cheese Ice Cream ',",ICE_CREAM,FAMILY_FEAST
"Eggless Strawberry Cream Cheese Ice Cream )',",ICE_CREAM,700_ML
"Eggless Strawberry Cream Cheese Ice Cream )',",ICE_CREAM,725_ML
"Eggless Strawberry Cream Cheese Ice Cream ',",ICE_CREAM,JUNIOR_SCOOP
"Eggless Strawberry Cream Cheese Ice Cream )',",ICE_CREAM,200_ML
"Eggless Strawberry Cream Cheese Ice Cream )',",ICE_CREAM,200_ML
"Eggless Strawberry Cream Cheese Ice Cream )',",ICE_CREAM,200_GMS
"Eggless Strawberry Cream Cheese Ice Cream )',",ICE_CREAM,300_ML
"Eggless Strawberry Cream Cheese Ice Cream ',",ICE_CREAM,PERFECT_PLENTY
"Eggless Strawberry Cream Cheese Ice Cream ',",ICE_CREAM,REGULAR_SCOOP
"Eggless Strawberry Cream Cheese Ice Cream )',",ICE_CREAM,300_ML
"Eggless Strawberry Cream Cheese Ice Cream  )',",ICE_CREAM,725_ML
"Eggless Strawberry Cream Cheese Ice Cream  )',",ICE_CREAM,300_ML
"Employee Dessert ',",DESSERT,1_PIECE
"Fig & Orange Ice Cream )',",ICE_CREAM,500_GMS
"Fig & Orange Ice Cream )',",ICE_CREAM,60_GM
"Fig & Orange Ice Cream )',",ICE_CREAM,160_GMS
"Fig & Orange Ice Cream )',",ICE_CREAM,160_GMS
"Fig & Orange Ice Cream )',",ICE_CREAM,120_GM
"Fig & Orange Ice Cream )',",ICE_CREAM,220_GMS
"Fig & Orange Ice Cream )',",ICE_CREAM,220_GMS
"Fig Orange Ice Cream )',",ICE_CREAM,550_GMS
"Fig Orange Ice Cream )',",ICE_CREAM,725_ML
"Fig Orange Ice Cream )',",ICE_CREAM,725_ML
"Fig Orange Ice Cream )',",ICE_CREAM,200_ML
"Fig Orange Ice Cream )',",ICE_CREAM,200_GMS
"Fig Orange Ice Cream )',",ICE_CREAM,300_ML
"Fig Orange Ice Cream ',",ICE_CREAM,PERFECT_PLENTY
"Fig Orange Ice Cream ',",ICE_CREAM,REGULAR_SCOOP
"Fig Orange Ice Cream )',",ICE_CREAM,300_ML
"Fig Orange Ice Cream ',",ICE_CREAM,1_PIECE
"Fudgy Chocolate Brownie',",DESSERT,1_PIECE
"Fudgy Chocolate Brownie ',",DESSERT,1_PIECE
"Fudgy Chocolate Brownie  - Round Shape',",DESSERT,2_PIECES
"Go Bananas Ice Cream )',",ICE_CREAM,550_GMS
"Go Bananas Ice Cream ',",ICE_CREAM,PERFECT_PLENTY
"Half In Half Regular Scoop Combo',",COMBO,REGULAR_SCOOP
"Hot Chocolate Fudge Sauce ',",DESSERT,250_GM
"Ice Cream Cake 1kg',",ICE_CREAM,1_KG
"Ice Cream Cake 400gm',",ICE_CREAM,400_GM
"Ice Cream Factory Visit & Trials ',",SERVICE,FACTORY_VISIT
"Ice Cream Factory Visit & Trials',",SERVICE,FACTORY_VISIT
"Just Chocolate Ice Cream )',",ICE_CREAM,500_GMS
"Just Chocolate Ice Cream )',",ICE_CREAM,60_GM
"Just Chocolate Ice Cream )',",ICE_CREAM,160_GMS
"Just Chocolate Ice Cream )',",ICE_CREAM,120_GM
"Just Chocolate Ice Cream )',",ICE_CREAM,220_GMS
"Large Box Thermocol And Dry Ice Packaging',",EXTRA,1_PIECE
"Masala Chai Ice Cream )',",ICE_CREAM,700_ML
"Masala Chai Ice Cream )',",ICE_CREAM,160_GMS
"Masala Chai Ice Cream )',",ICE_CREAM,160_GMS
"Masala Chai Ice Cream )',",ICE_CREAM,200_ML
"Masala Chai Ice Cream )',",ICE_CREAM,300_ML
"Masala Chai Ice Cream )',",ICE_CREAM,120_GM
"Masala Chai Ice Cream ',",ICE_CREAM,REGULAR_SCOOP
"Masala Chai Ice Cream )',",ICE_CREAM,220_GMS
"Masala Chai Ice Cream )',",ICE_CREAM,300_ML
"Mocha Indulgence Duo Ice Creams ',",ICE_CREAM,200_ML
"Monkey Business Ice Cream )',",ICE_CREAM,550_GMS
"Monkey Business Ice Cream )',",ICE_CREAM,725_ML
"Monkey Business Ice Cream ',",ICE_CREAM,FAMILY_FEAST
"Monkey Business Ice Cream )',",ICE_CREAM,500_GMS
"Monkey Business Ice Cream )',",ICE_CREAM,700_ML
"Monkey Business Ice Cream )',",ICE_CREAM,725_ML
"Monkey Business Ice Cream )',",ICE_CREAM,60_GM
"Monkey Business Ice Cream )',",ICE_CREAM,160_GMS
"Monkey Business Ice Cream )',",ICE_CREAM,160_GMS
"Monkey Business Ice Cream )',",ICE_CREAM,200_ML
"Monkey Business Ice Cream )',",ICE_CREAM,300_ML
"Monkey Business Ice Cream )',",ICE_CREAM,120_GM
"Monkey Business Ice Cream ',",ICE_CREAM,REGULAR_SCOOP
"Monkey Business Ice Cream )',",ICE_CREAM,220_GMS
"Monkey Business Ice Cream )',",ICE_CREAM,300_ML
"New York Baked Cheesecake Eggless',",DESSERT,1_PIECE
"Nona’s Traditional Plum Cake  Contains Alcohol',",DESSERT,1_PIECE
"Old Fashion Vanilla Ice Cream )',",ICE_CREAM,725_ML
"Old Fashion Vanilla Ice Cream ',",ICE_CREAM,FAMILY_FEAST
"Old Fashion Vanilla Ice Cream )',",ICE_CREAM,500_GMS
"Old Fashion Vanilla Ice Cream )',",ICE_CREAM,700_ML
"Old Fashion Vanilla Ice Cream )',",ICE_CREAM,725_ML
"Old Fashion Vanilla Ice Cream )',",ICE_CREAM,60_GM
"Old Fashion Vanilla Ice Cream ',",ICE_CREAM,JUNIOR_SCOOP
"Old Fashion Vanilla Ice Cream )',",ICE_CREAM,160_GMS
"Old Fashion Vanilla Ice Cream )',",ICE_CREAM,160_GMS
"Old Fashion Vanilla Ice Cream )',",ICE_CREAM,200_ML
"Old Fashion Vanilla Ice Cream )',",ICE_CREAM,300_ML
"Old Fashion Vanilla Ice Cream ',",ICE_CREAM,PERFECT_PLENTY
"Old Fashion Vanilla Ice Cream )',",ICE_CREAM,120_GM
"Old Fashion Vanilla Ice Cream ',",ICE_CREAM,REGULAR_SCOOP
"Old Fashion Vanilla Ice Cream )',",ICE_CREAM,220_GMS
"Old Fashion Vanilla Ice Cream )',",ICE_CREAM,300_ML
"Old Fashion Vanilla Ice Cream ',",ICE_CREAM,1_PIECE
"Old Fashion Vanilla Ice Cream ',",ICE_CREAM,1_PIECE
"Orange & Biscuits  ',",DESSERT,REGULAR_SCOOP
"Orange & Chocolate Cheesecake',",DESSERT,1_PIECE
"Orange & Chocolate Cheesecake',",DESSERT,1_PIECE
"Orange Ice Cream  )',",ICE_CREAM,160_GMS
"Orange Ice Cream  )',",ICE_CREAM,120_GM
"Orange Ice Cream  )',",ICE_CREAM,220_GMS
"Paan & Gulkand Ice Cream )',",ICE_CREAM,500_GMS
"Paan & Gulkand Ice Cream )',",ICE_CREAM,60_GM
"Paan & Gulkand Ice Cream )',",ICE_CREAM,160_GMS
"Paan & Gulkand Ice Cream )',",ICE_CREAM,160_GMS
"Paan & Gulkand Ice Cream )',",ICE_CREAM,200_ML
"Paan & Gulkand Ice Cream )',",ICE_CREAM,300_ML
"Paan & Gulkand Ice Cream )',",ICE_CREAM,120_GM
"Paan & Gulkand Ice Cream ',",ICE_CREAM,REGULAR_SCOOP
"Paan & Gulkand Ice Cream )',",ICE_CREAM,220_GMS
"Paan & Gulkand Ice Cream )',",ICE_CREAM,300_ML
"Paan & Gulkand Ice Cream )',",ICE_CREAM,200_GMS
"Pistachio Ice Cream )',",ICE_CREAM,725_ML
"Pistachio Ice Cream ',",ICE_CREAM,FAMILY_FEAST
"Pistachio Ice Cream )',",ICE_CREAM,500_GMS
"Pistachio Ice Cream )',",ICE_CREAM,700_ML
"Pistachio Ice Cream )',",ICE_CREAM,725_ML
"Pistachio Ice Cream ',",ICE_CREAM,JUNIOR_SCOOP
"Pistachio Ice Cream )',",ICE_CREAM,160_GMS
"Pistachio Ice Cream )',",ICE_CREAM,160_GMS
"Pistachio Ice Cream )',",ICE_CREAM,200_ML
"Pistachio Ice Cream )',",ICE_CREAM,200_GMS
"Pistachio Ice Cream )',",ICE_CREAM,300_ML
"Pistachio Ice Cream ',",ICE_CREAM,PERFECT_PLENTY
"Pistachio Ice Cream )',",ICE_CREAM,120_GM
"Pistachio Ice Cream ',",ICE_CREAM,REGULAR_SCOOP
"Pistachio Ice Cream )',",ICE_CREAM,220_GMS
"Pistachio Ice Cream )',",ICE_CREAM,300_ML
"Pistachio Ice Cream ',",ICE_CREAM,1_PIECE
"Rose Cardamom Ice Cream )',",ICE_CREAM,725_ML
"Rose Cardamom Ice Cream )',",ICE_CREAM,700_ML
"Rose Cardamom Ice Cream )',",ICE_CREAM,725_ML
"Rose Cardamom Ice Cream )',",ICE_CREAM,160_GMS
"Rose Cardamom Ice Cream )',",ICE_CREAM,200_ML
"Rose Cardamom Ice Cream )',",ICE_CREAM,300_ML
"Rose Cardamom Ice Cream ',",ICE_CREAM,PERFECT_PLENTY
"Rose Cardamom Ice Cream )',",ICE_CREAM,120_GM
"Rose Cardamom Ice Cream ',",ICE_CREAM,REGULAR_SCOOP
"Rose Cardamom Ice Cream )',",ICE_CREAM,220_GMS
"Rose Cardamom Ice Cream )',",ICE_CREAM,300_ML
