parent_cluster_name,parent_cluster_type,child_cluster_name,menu_item_id,variant_id,mapping_count,verified_mapping_count,source_item_count,source_item_ids,source_item_kinds,item_row_count,addon_row_count,raw_name_count,raw_names,historical_merged_source_count,historical_merged_source_names
Dates & Chocolate Eggless,Ice Cream,REGULAR_TUB_300ML,8e0cabbe-2605-5acd-a13f-bc142df0d168,95cd7af2-383e-5449-893f-83f53bb658bf,1,1,1,1289809869,item,108,0,3,Dates & Chocolate (Regular Tub (220gms)) | Dates & Chocolate Eggless (Regular Tub (300ml)) | Dates &amp; Chocolate Eggless (Regular Tub (300ml)),2,Dates & Chocolate | Dates & Chocolate (60gm)
Dates Rose & Nuts Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,59f649bb-a890-5d32-9f7a-3a686599b0ec,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,2,2,2,1296472639 | 713276f9-900f-5bba-ab1d-e9dc69510d9e,item | unknown,3,0,1,Dates Rose & Nuts Ice Cream (Junior Scoop (60gm)),1,Dates Rose & Nuts (60gm)
Dates Rose & Nuts Ice Cream,Ice Cream,MINI_TUB_160GMS,59f649bb-a890-5d32-9f7a-3a686599b0ec,a1df2a57-b94a-56db-b890-3cba1e7aa15c,1,1,1,1296472641,item,35,0,3,Dates Rose & Nuts Ice Cream (Mini Tub (160gms)) | Dates Rose & Nuts Ice Cream (Mini tub (160gms)) | Dates Rose &amp; Nuts Ice Cream (Mini Tub (160gms)),1,Dates Rose & Nuts (60gm)
Dates Rose & Nuts Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,59f649bb-a890-5d32-9f7a-3a686599b0ec,b747b32a-ee01-59b9-b443-75581bb57863,1,1,1,1296472640,item,24,0,1,Dates Rose & Nuts Ice Cream (Regular Scoop (120gm)),1,Dates Rose & Nuts (60gm)
Dates Rose & Nuts Ice Cream,Ice Cream,REGULAR_TUB_220GMS,59f649bb-a890-5d32-9f7a-3a686599b0ec,e1b8037f-345a-52d6-ae94-cc115490705a,1,1,1,1296472642,item,13,0,1,Dates Rose & Nuts Ice Cream (Regular Tub (220gms)),1,Dates Rose & Nuts (60gm)
Dates With Fig & Orange,Ice Cream,MINI_TUB_160GMS,eb6da8ab-301c-5723-8cc9-696d41ab7917,a1df2a57-b94a-56db-b890-3cba1e7aa15c,1,1,1,f8ec21ce-41a9-59c9-91a3-f38458b3cd75,unknown,0,0,0,,0,
Dates With Fig & Orange,Ice Cream,MINI_TUB_200ML,eb6da8ab-301c-5723-8cc9-696d41ab7917,74f43046-a2ff-5e69-9b78-1724b6f0a030,4,4,4,56834939 | 56834940 | 56834949 | 56834950,addon,0,12,1,Dates With Fig & Orange 200ml,0,
Dates With Fig & Orange Eggless,Ice Cream,FAMILY_TUB_725ML,9f65a688-f7d4-54d8-97c1-af3fbb88b929,b43993c2-8f3b-541e-af64-c9599eba6e7d,1,1,1,1290743841,item,6,0,3,Dates With Fig & Orange (Family Tub (500gms)) | Dates With Fig & Orange Eggless (Family Tub (700ml)) | Dates With Fig & Orange Eggless (Family Tub (725ml)),2,Dates With Fig & Orange | Dates With Fig & Orange (60gm)
Dates With Fig & Orange Eggless,Ice Cream,JUNIOR_SCOOP_60GMS,9f65a688-f7d4-54d8-97c1-af3fbb88b929,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,3,3,3,1f23fb59-921c-545d-8b8f-2bba5c62d8ee | 56834952 | fcb7118d-b412-53d1-b37e-f2af0910a130,addon | unknown,0,3,2,Dates With Fig & Orange Small Scoop | Dates With Fig &amp; Orange Small Scoop,2,Dates With Fig & Orange | Dates With Fig & Orange (60gm)
Dates With Fig & Orange Eggless,Ice Cream,MINI_TUB_200ML,9f65a688-f7d4-54d8-97c1-af3fbb88b929,74f43046-a2ff-5e69-9b78-1724b6f0a030,2,2,2,1290743839 | 56834927,addon | item,80,4,5,Dates With Fig & Orange (Mini Tub (160gms)) | Dates With Fig & Orange (Mini tub (160gms)) | Dates With Fig & Orange 200ml (eggless) | Dates With Fig & Orange Eggless (Mini tub (200ml)) | Dates With Fig &amp; Orange (Mini Tub (160gms)),2,Dates With Fig & Orange | Dates With Fig & Orange (60gm)
Dates With Fig & Orange Eggless,Ice Cream,REGULAR_SCOOP_120GMS,9f65a688-f7d4-54d8-97c1-af3fbb88b929,b747b32a-ee01-59b9-b443-75581bb57863,1,1,1,1290743838,item,39,0,2,Dates With Fig & Orange (Regular Scoop (120gm)) | Dates With Fig & Orange Eggless (Regular Scoop),2,Dates With Fig & Orange | Dates With Fig & Orange (60gm)
Dates With Fig & Orange Eggless,Ice Cream,REGULAR_TUB_300ML,9f65a688-f7d4-54d8-97c1-af3fbb88b929,95cd7af2-383e-5449-893f-83f53bb658bf,1,1,1,1290743840,item,60,0,4,Dates With Fig & Orange (Regular Tub (220gms)) | Dates With Fig & Orange Eggless (Regular Tub (300ml)) | Dates With Fig &amp; Orange (Regular Tub (220gms)) | Dates With Fig &amp; Orange Eggless (Regular Tub (300ml)),2,Dates With Fig & Orange | Dates With Fig & Orange (60gm)
Deconstructed Coffee Tres Leches,Dessert,1_PIECE,26515b03-bc83-5bb5-89d0-47d9e1563f2e,f8b92f1e-8f3b-5a1c-8615-215dd0b3a4cc,1,1,1,1301792797,item,136,0,1,Deconstructed Coffee Tres Leches,0,
Design Family Pack Of 3 Ice Creams,Combo,FAMILY_PACK_3X200ML,b580104a-802c-53e7-a986-30d0d5a3110b,c5bd4518-50da-59ee-b63d-50c4904a9912,1,1,1,1284912158,item,235,0,3,Design Family Pack Of 3 Ice Creams | Design Family Pack Of 3 Ice Creams (200+200+200 Ml) | Design Family Pack Of 3 Ice Creams (3 Mini Tubs),0,
Design Your Indulgence Duo Ice Creams,Combo,DUO_200ML_200ML,8e51d6be-6df3-533b-9e2f-5970116beb9f,d755256f-e108-56e3-b125-be7736f091af,1,1,1,1284128668,item,330,0,3,Design Your Indulgence Duo | Design Your Indulgence Duo Ice Creams (2 Mini Tubs) | Design Your Indulgence Duo Ice Creams (200ml+200ml),0,
Eggless Alphonso Mango Ice Cream,Ice Cream,PERFECT_PLENTY_200GMS,8f9ae6fa-5ff0-5532-b3fe-4b382c5170f2,0a41ed3b-37e4-540b-bc5c-407631835802,1,1,1,1283123357,item,1,0,1,Eggless Alphanso Mango Ice Cream (Perfect Plenty (200gms)),0,
Eggless Banoffee Ice Cream,Ice Cream,FAMILY_TUB_725ML,3358e3dc-46e1-5629-9f0b-e685060cf875,b43993c2-8f3b-541e-af64-c9599eba6e7d,1,1,1,1282571502,item,77,0,5,Banoffee Ice Cream (Family Tub (500gms)) | Eggless Banoffee Ice Cream (Family Feast (725ml)) | Eggless Banoffee Ice Cream (Family Tub (700ml)) | Eggless Banoffee Ice Cream (Family Tub (725ml)) | Go Bananas Ice Cream (Family Feast (550gms)),0,
Eggless Banoffee Ice Cream,Ice Cream,MINI_TUB_200ML,3358e3dc-46e1-5629-9f0b-e685060cf875,74f43046-a2ff-5e69-9b78-1724b6f0a030,15,15,15,1284985205 | 51949297 | 51949303 | 51949304 | 51949325 | 51949327 | 51949328 | 51949339 | 51975422 | 51975439 | 51975440 | 51975441 | 52320267 | 52700805 | 53120319,addon | item,314,165,4,Banoffee Ice Cream (Mini Tub (160gms)) | Banoffee Ice Cream (Mini tub (160gms)) | Eggless Banoffee Ice Cream (Mini tub (200ml)) | Eggless Banoffee Ice Cream 200ml,0,
Eggless Banoffee Ice Cream,Ice Cream,PERFECT_PLENTY_300ML,3358e3dc-46e1-5629-9f0b-e685060cf875,c6438ece-1c0e-5db1-860f-27f45090a616,2,2,2,1282571501 | 8d0eefd7-6cf9-51d9-9341-3c424546c18d,item | unknown,474,0,5,Banoffee Ice Cream (Regular Tub (220gms)) | Eggless Banoffee Ice Cream (Perfect Plenty (300ml)) | Eggless Banoffee Ice Cream (Regular Tub (220gms)) | Eggless Banoffee Ice Cream (Regular Tub (300ml)) | Go Bananas Ice Cream (Perfect Plenty),0,
Eggless Banoffee Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,3358e3dc-46e1-5629-9f0b-e685060cf875,b747b32a-ee01-59b9-b443-75581bb57863,1,1,1,1284985206,item,340,0,2,Banoffee Ice Cream (Regular Scoop (120gm)) | Eggless Banoffee Ice Cream (Regular Scoop),0,
Eggless Cherry & Chocolate Ice Cream,Ice Cream,1_PIECE,9314d919-4b6f-50d1-a1d1-11aa83647a76,f8b92f1e-8f3b-5a1c-8615-215dd0b3a4cc,1,1,1,186396a0-b60e-5158-93a3-d7ad47870a11,unknown,0,0,0,,3,Cherry & Chocolate (60gm) | Cherry Chocolate Sample | Eggless Cherry & Chocolate
Eggless Cherry & Chocolate Ice Cream,Ice Cream,FAMILY_TUB_725ML,9314d919-4b6f-50d1-a1d1-11aa83647a76,b43993c2-8f3b-541e-af64-c9599eba6e7d,1,1,1,1285670454,item,29,0,3,Cherry & Chocolate Fudge Ice Cream (Family Tub (500gms)) | Eggless Cherry & Chocolate Ice Cream (Family Feast (725ml)) | Eggless Cherry & Chocolate Ice Cream (Family Tub (725ml)),3,Cherry & Chocolate (60gm) | Cherry Chocolate Sample | Eggless Cherry & Chocolate
Eggless Cherry & Chocolate Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,9314d919-4b6f-50d1-a1d1-11aa83647a76,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,3,3,3,54290382 | 7b6a5b65-b870-5670-89d9-3eb1c3c0776e | ae468c2f-c41b-5af7-8c08-0d5b754bcb2b,addon | unknown,0,41,2,Cherry & Chocolate (60gm) | Eggless Cherry &amp; Chocolate Ice Cream Small Scoop,3,Cherry & Chocolate (60gm) | Cherry Chocolate Sample | Eggless Cherry & Chocolate
Eggless Cherry & Chocolate Ice Cream,Ice Cream,MINI_TUB_200ML,9314d919-4b6f-50d1-a1d1-11aa83647a76,74f43046-a2ff-5e69-9b78-1724b6f0a030,10,10,10,1285670452 | 53120309 | 53120312 | 53120313 | 53120322 | 53120323 | 53120324 | 53120326 | 53120327 | 53120328,addon | item,217,46,8,Cherry & Chocolate Fudge Ice Cream (Mini Tub (160gms)) | Cherry & Chocolate Fudge Ice Cream (Mini tub (160gms)) | Cherry &amp; Chocolate Fudge Ice Cream (Mini Tub (160gms)) | Eggles Cherry & Chocolate 200ml | Eggles Cherry &amp; Chocolate 200ml | Eggless Cherry & Chocolate 200ml | Eggless Cherry & Chocolate Ice Cream (Mini tub (200ml)) | Eggless Cherry &amp; Chocolate 200ml,3,Cherry & Chocolate (60gm) | Cherry Chocolate Sample | Eggless Cherry & Chocolate
Eggless Cherry & Chocolate Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,9314d919-4b6f-50d1-a1d1-11aa83647a76,b747b32a-ee01-59b9-b443-75581bb57863,1,1,1,1285670451,item,352,0,2,Cherry & Chocolate Fudge Ice Cream (Regular Scoop (120gm)) | Eggless Cherry & Chocolate Ice Cream (Regular Scoop),3,Cherry & Chocolate (60gm) | Cherry Chocolate Sample | Eggless Cherry & Chocolate
Eggless Cherry & Chocolate Ice Cream,Ice Cream,REGULAR_TUB_300ML,9314d919-4b6f-50d1-a1d1-11aa83647a76,95cd7af2-383e-5449-893f-83f53bb658bf,1,1,1,1285670453,item,174,0,6,Cherry & Chocolate Fudge Ice Cream (Regular Tub (220gms)) | Eggless Cherry & Chocolate Ice Cream (Perfect Plenty (300ml)) | Eggless Cherry & Chocolate Ice Cream (Regular Tub (220gms)) | Eggless Cherry & Chocolate Ice Cream (Regular Tub (300ml)) | Eggless Cherry &amp; Chocolate Ice Cream (Perfect Plenty (300ml)) | Eggless Cherry &amp; Chocolate Ice Cream (Regular Tub (300ml)),3,Cherry & Chocolate (60gm) | Cherry Chocolate Sample | Eggless Cherry & Chocolate
Eggless Chocolate Ice Cream,Ice Cream,FAMILY_TUB_725ML,633ca1f4-54fe-5e13-aad0-0998253f7c66,b43993c2-8f3b-541e-af64-c9599eba6e7d,1,1,1,1283886196,item,12,0,5,Eggless Chocolate Ice Cream (Family Feast (725ml)) | Eggless Chocolate Ice Cream (Family Tub (700ml)) | Eggless Chocolate Ice Cream (Family Tub (725ml)) | Just Chocolate (andra) Ice Cream (Family Tub (500gms)) | Just Chocolate Ice Cream (Family Tub (500gms)),0,
Eggless Chocolate Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,633ca1f4-54fe-5e13-aad0-0998253f7c66,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,1,1,1,1285048092,item,11,0,2,Eggless Chocolate Ice Cream (Junior Scoop) | Just Chocolate Ice Cream (Junior Scoop (60gm)),0,
Eggless Chocolate Ice Cream,Ice Cream,MINI_TUB_200ML,633ca1f4-54fe-5e13-aad0-0998253f7c66,74f43046-a2ff-5e69-9b78-1724b6f0a030,6,6,6,1284985352 | 51217648 | 51217658 | 51492544 | 51949301 | 53120318,addon | item,62,22,6,Eggless Chocolate Ice Cream (Mini tub (200ml)) | Eggless Chocolate Ice Cream 200ml | Just Chocolate (Andra) Ice Cream (Mini Tub (160gms)) | Just Chocolate (andra) Ice Cream (Mini Tub (160gms)) | Just Chocolate Ice Cream (Mini Tub (160gms)) | Just Chocolate Ice Cream (Mini tub (160gms)),0,
Eggless Chocolate Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,633ca1f4-54fe-5e13-aad0-0998253f7c66,b747b32a-ee01-59b9-b443-75581bb57863,1,1,1,1284985353,item,121,0,2,Eggless Chocolate Ice Cream (Regular Scoop) | Just Chocolate Ice Cream (Regular Scoop (120gm)),0,
Eggless Chocolate Ice Cream,Ice Cream,REGULAR_TUB_300ML,633ca1f4-54fe-5e13-aad0-0998253f7c66,95cd7af2-383e-5449-893f-83f53bb658bf,1,1,1,1283886195,item,176,0,8,Eggless Chocolate Ice Cream (Perfect Plenty (300ml)) | Eggless Chocolate Ice Cream (Perfect Plenty (325ml)) | Eggless Chocolate Ice Cream (Perfect Plenty) | Eggless Chocolate Ice Cream (Regular Tub (300ml)) | Eggless Milk Chocolate (Perfect Plenty) | Just Chocolate (Andra) Ice Cream (Regular Tub (220gms)) | Just Chocolate (andra) Ice Cream (Regular Tub (220gms)) | Just Chocolate Ice Cream (Regular Tub (220gms)),0,
Eggless Chocolate Overload,Ice Cream,FAMILY_TUB_725ML,09d510e1-6514-5dba-95ea-cfc3639b84e1,b43993c2-8f3b-541e-af64-c9599eba6e7d,1,1,1,1287195520,item,40,0,6,Chocolate Overload (Family Tub (500gms)) | Chocolate Overload Ice Cream (Family Tub (500gms)) | Eggless Chocolate Overload (Family Feast (725ml)) | Eggless Chocolate Overload (Family Tub (500gms)) | Eggless Chocolate Overload (Family Tub (700ml)) | Eggless Chocolate Overload (Family Tub (725ml)),0,
Eggless Chocolate Overload,Ice Cream,JUNIOR_SCOOP_60GMS,09d510e1-6514-5dba-95ea-cfc3639b84e1,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,1,1,1,1287195516,item,20,0,3,Chocolate Overload Ice Cream (Junior Scoop (60gm)) | Eggless Chocolate Overload (Junior Scoop (60gm)) | Eggless Chocolate Overload (Junior Scoop),0,
Eggless Chocolate Overload,Ice Cream,MINI_TUB_200ML,09d510e1-6514-5dba-95ea-cfc3639b84e1,74f43046-a2ff-5e69-9b78-1724b6f0a030,8,8,8,1287195518 | 54012795 | 54012796 | 54012800 | 54012801 | 54012828 | 54012829 | 54012830,addon | item,210,52,7,Chocolate Overload (Mini Tub (160gms)) | Chocolate Overload Ice Cream (Mini Tub (160gms)) | Chocolate Overload Ice Cream (Mini tub (160gms)) | Eggless Chocolate Overload (Mini Tub (160gms)) | Eggless Chocolate Overload (Mini tub (160gms)) | Eggless Chocolate Overload (Mini tub (200ml)) | Eggless Chocolate Overload 200ml,0,
Eggless Chocolate Overload,Ice Cream,PERFECT_PLENTY_300ML,09d510e1-6514-5dba-95ea-cfc3639b84e1,c6438ece-1c0e-5db1-860f-27f45090a616,1,1,1,1287195519,item,183,0,5,Chocolate Overload (Regular Tub (220gms)) | Chocolate Overload Ice Cream (Regular Tub (220gms)) | Eggless Chocolate Overload (Perfect Plenty (300ml)) | Eggless Chocolate Overload (Regular Tub (220gms)) | Eggless Chocolate Overload (Regular Tub (300ml)),0,
Eggless Chocolate Overload,Ice Cream,REGULAR_SCOOP_120GMS,09d510e1-6514-5dba-95ea-cfc3639b84e1,b747b32a-ee01-59b9-b443-75581bb57863,1,1,1,1287195517,item,316,0,3,Chocolate Overload Ice Cream (Regular Scoop (120gm)) | Eggless Chocolate Overload (Regular Scoop (120gm)) | Eggless Chocolate Overload (Regular Scoop),0,
Eggless Chocolate Overload Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,03c6d171-50c2-597d-92bb-b039e2384761,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,3,3,3,1964e2af-f261-540b-918f-88f6142d9fbc | 312d2a9a-79ee-5feb-bea3-4dcd3f11cc25 | 54290381,addon | unknown,0,29,2,Chocolate Overload (60gm) | Eggless Chocolate Overload Ice Cream Small Scoop,3,Chocolate Overload | Chocolate Overload (60gm) | Chocolate Overload Sample
Eggless Coconut & Pineapple,Ice Cream,JUNIOR_SCOOP_60GMS,1cc49103-5647-5181-816b-dc759baed982,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,2,2,2,54897583 | 9d14abd7-7e48-5bae-b334-c242d0a228a1,addon | unknown,0,17,3,Coconut & Pineapple (60gm) | Eggless Coconut & Pineapple Small Scoop | Eggless Coconut &amp; Pineapple Small Scoop,0,
Eggless Coconut & Pineapple,Ice Cream,MINI_TUB_200ML,1cc49103-5647-5181-816b-dc759baed982,74f43046-a2ff-5e69-9b78-1724b6f0a030,7,7,7,54897456 | 54897457 | 54897517 | 54897518 | 54897562 | 54897565 | 54897566,addon,0,61,2,Eggless Coconut & Pineapple 200ml | Eggless Coconut &amp; Pineapple 200ml,0,
Eggless Coconut & Pineapple Ice Cream,Ice Cream,FAMILY_TUB_725ML,b8623fbc-4da8-5c97-afea-180e45592597,b43993c2-8f3b-541e-af64-c9599eba6e7d,1,1,1,1288273819,item,26,0,4,Coconut & Pineapple Ice Cream (Family Tub (500gms)) | Eggless Coconut & Pineapple Ice Cream (Family Tub (500gms)) | Eggless Coconut & Pineapple Ice Cream (Family Tub (700ml)) | Eggless Coconut & Pineapple Ice Cream (Family Tub (725ml)),2,Coconut & Pineapple | Coconut & Pineapple (60gm)
Eggless Coconut & Pineapple Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,b8623fbc-4da8-5c97-afea-180e45592597,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,2,2,2,1288273815 | 1b1efe89-862a-5983-bdf4-88186e54eb7c,item | unknown,6,0,1,Eggless Coconut & Pineapple Ice Cream (Junior Scoop (60gm)),2,Coconut & Pineapple | Coconut & Pineapple (60gm)
Eggless Coconut & Pineapple Ice Cream,Ice Cream,MINI_TUB_200ML,b8623fbc-4da8-5c97-afea-180e45592597,74f43046-a2ff-5e69-9b78-1724b6f0a030,1,1,1,1288273817,item,269,0,8,Coconut & Pineapple Ice Cream (Mini Tub (160gms)) | Coconut & Pineapple Ice Cream (Mini tub (160gms)) | Coconut &amp; Pineapple Ice Cream (Mini Tub (160gms)) | Eggless Coconut & Pineapple Ice Cream (Mini Tub (160gms)) | Eggless Coconut & Pineapple Ice Cream (Mini tub (160gms)) | Eggless Coconut & Pineapple Ice Cream (Mini tub (200ml)) | Eggless Coconut &amp; Pineapple Ice Cream (Mini Tub (160gms)) | Eggless Coconut &amp; Pineapple Ice Cream (Navratri) (Mini Tub (200ml)),2,Coconut & Pineapple | Coconut & Pineapple (60gm)
Eggless Coconut & Pineapple Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,b8623fbc-4da8-5c97-afea-180e45592597,b747b32a-ee01-59b9-b443-75581bb57863,1,1,1,1288273816,item,146,0,4,Coconut & Pineapple Ice Cream (Regular Scoop (120gm)) | Eggless Coconut & Pineapple Ice Cream (Regular Scoop (120gm)) | Eggless Coconut & Pineapple Ice Cream (Regular Scoop) | Eggless Coconut &amp; Pineapple Ice Cream (Regular Scoop),2,Coconut & Pineapple | Coconut & Pineapple (60gm)
Eggless Coconut & Pineapple Ice Cream,Ice Cream,REGULAR_TUB_300ML,b8623fbc-4da8-5c97-afea-180e45592597,95cd7af2-383e-5449-893f-83f53bb658bf,1,1,1,1288273818,item,218,0,6,Coconut & Pineapple Ice Cream (Regular Tub (220gms)) | Coconut &amp; Pineapple Ice Cream (Regular Tub (220gms)) | Eggless Coconut & Pineapple Ice Cream (Regular Tub (220gms)) | Eggless Coconut & Pineapple Ice Cream (Regular Tub (300ml)) | Eggless Coconut & Pineapple Ice Cream (navratri) (Regular Tub (300ml)) | Eggless Coconut &amp; Pineapple Ice Cream (Regular Tub (300ml)),2,Coconut & Pineapple | Coconut & Pineapple (60gm)
Eggless Coffee Mascarpone Ice Cream,Ice Cream,FAMILY_TUB_725ML,c9b75532-8b1c-5a96-bf9d-1bf64d857f5a,b43993c2-8f3b-541e-af64-c9599eba6e7d,1,1,1,1283123231,item,24,0,6,Eggless Coffee Mascarpone Ice Cream (Family Feast (725ml)) | Eggless Coffee Mascarpone Ice Cream (Family Feast) | Eggless Coffee Mascarpone Ice Cream (Family Tub (500gms)) | Eggless Coffee Mascarpone Ice Cream (Family Tub (700ml)) | Eggless Coffee Mascarpone Ice Cream (Family Tub (725ml)) | Eggless Coffee Mascarpone Ice Cream (navratri) (Family Tub (725ml)),2,Coffee Mascarpone Ice Cream | Eggless Coffee Mascarpone (60gm)
Eggless Coffee Mascarpone Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,c9b75532-8b1c-5a96-bf9d-1bf64d857f5a,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,4,4,4,1285048022 | 41cf69a4-7008-5928-84c1-4caf7a8647df | 54290378 | a352c745-890c-57a5-b5ee-450f633ec0b6,addon | item | unknown,10,18,3,Eggless Coffee Mascarpone Ice Cream (Junior Scoop (60gm)) | Eggless Coffee Mascarpone Ice Cream (Junior Scoop) | Eggless Coffee Mascarpone Ice Cream Small Scoop,2,Coffee Mascarpone Ice Cream | Eggless Coffee Mascarpone (60gm)
Eggless Coffee Mascarpone Ice Cream,Ice Cream,MINI_TUB_160GMS,c9b75532-8b1c-5a96-bf9d-1bf64d857f5a,a1df2a57-b94a-56db-b890-3cba1e7aa15c,1,1,1,c2928346-f269-556b-bb16-8d7905e3a806,unknown,0,0,0,,2,Coffee Mascarpone Ice Cream | Eggless Coffee Mascarpone (60gm)
Eggless Coffee Mascarpone Ice Cream,Ice Cream,MINI_TUB_200ML,c9b75532-8b1c-5a96-bf9d-1bf64d857f5a,74f43046-a2ff-5e69-9b78-1724b6f0a030,9,9,9,1284985314 | 51217644 | 51217650 | 51949298 | 51975419 | 51975430 | 51975431 | 51975432 | 52320264,addon | item,73,69,4,Eggless Coffee Mascarpone Ice Cream (Mini Tub (160gms)) | Eggless Coffee Mascarpone Ice Cream (Mini tub (160gms)) | Eggless Coffee Mascarpone Ice Cream (Mini tub (200ml)) | Eggless Coffee Mascarpone Ice Cream 200ml,2,Coffee Mascarpone Ice Cream | Eggless Coffee Mascarpone (60gm)
Eggless Coffee Mascarpone Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,c9b75532-8b1c-5a96-bf9d-1bf64d857f5a,b747b32a-ee01-59b9-b443-75581bb57863,1,1,1,1284985315,item,74,0,2,Eggless Coffee Mascarpone Ice Cream (Regular Scoop (120gm)) | Eggless Coffee Mascarpone Ice Cream (Regular Scoop),2,Coffee Mascarpone Ice Cream | Eggless Coffee Mascarpone (60gm)
Eggless Coffee Mascarpone Ice Cream,Ice Cream,REGULAR_TUB_300ML,c9b75532-8b1c-5a96-bf9d-1bf64d857f5a,95cd7af2-383e-5449-893f-83f53bb658bf,1,1,1,1283123230,item,134,0,6,Eggless Coffee Mascarpone Ice Cream (Perfect Plenty (200gms)) | Eggless Coffee Mascarpone Ice Cream (Perfect Plenty (300ml)) | Eggless Coffee Mascarpone Ice Cream (Perfect Plenty) | Eggless Coffee Mascarpone Ice Cream (Regular Tub (220gms)) | Eggless Coffee Mascarpone Ice Cream (Regular Tub (300ml)) | Eggless Coffee Mascarpone Ice Cream (navratri) (Regular Tub (300ml)),2,Coffee Mascarpone Ice Cream | Eggless Coffee Mascarpone (60gm)
Eggless Design Your Indulgence Duo Ice Creams,Combo,DUO_200ML_200ML,352d7c2f-4f89-5cf1-bfe5-1f0b84cc05bb,d755256f-e108-56e3-b125-be7736f091af,1,1,1,1284128669,item,104,0,2,Eggless Design Your Indulgence Duo | Eggless Design Your Indulgence Duo Ice Creams (200ml+200ml),0,
Eggless Fig & Orange Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,c49be7fe-2ec3-52b1-8557-dd6485828789,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,2,2,2,1285041580 | 5e83a316-9dad-597a-ab5c-5bbccc4a1544,item | unknown,7,0,2,Eggless Fig Orange Ice Cream (Junior Scoop) | Fig & Orange Ice Cream (Junior Scoop (60gm)),1,Eggless Fig & Orange
Eggless Fig & Orange Ice Cream,Ice Cream,MINI_TUB_200ML,c49be7fe-2ec3-52b1-8557-dd6485828789,74f43046-a2ff-5e69-9b78-1724b6f0a030,3,3,3,53507744 | 55826298 | 55826299,addon,0,15,3,Eggless Fig & Orange 200ml | Eggless Fig &amp; Orange 200ml | Fig &amp; Orange 200ml,1,Eggless Fig & Orange
Eggless Just Chocolate,Ice Cream,JUNIOR_SCOOP_60GMS,d09315ed-ca80-55d8-9bf6-95b2d11f5627,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,2,2,2,22417fd7-a851-5881-92b5-ed3f01b6a7e2 | 54290391,addon | unknown,0,11,2,Eggless Just Chocolate Small Scoop | Just Chocolate (andra) (60gm),0,
Eggless Just Chocolate,Ice Cream,MINI_TUB_200ML,d09315ed-ca80-55d8-9bf6-95b2d11f5627,74f43046-a2ff-5e69-9b78-1724b6f0a030,2,2,2,54440584 | 54440585,addon,0,12,1,Eggless Just Chocolate 200ml,0,
Eggless Kulfi Inspired Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,6e62d989-db42-5d76-88e0-4fe6587c97f7,b747b32a-ee01-59b9-b443-75581bb57863,1,1,1,1285670482,item,3,0,1,Eggless Kulfi Inspired Ice Cream (Regular Scoop),0,
Eggless Milk Chocolate Ice Cream,Ice Cream,MINI_TUB_200ML,df01e5ca-e222-5516-8bc6-3b52ed9e3262,74f43046-a2ff-5e69-9b78-1724b6f0a030,1,1,1,51217677,addon,0,1,1,Eggless Milk Chocolate Ice Cream 200ml,0,
Eggless Old Fashion Vanilla Ice Cream,Ice Cream,FAMILY_TUB_725ML,bce18e8a-f930-5b4f-98ae-f89aa6925fe2,b43993c2-8f3b-541e-af64-c9599eba6e7d,1,1,1,1283123373,item,1,0,1,Eggless Old Fashion Vanila Ice Cream (Family Feast),0,
Eggless Old Fashion Vanilla Ice Cream,Ice Cream,PERFECT_PLENTY_300ML,bce18e8a-f930-5b4f-98ae-f89aa6925fe2,c6438ece-1c0e-5db1-860f-27f45090a616,1,1,1,1283123372,item,2,0,1,Eggless Old Fashion Vanila Ice Cream (Perfect Plenty (300ml)),0,
Eggless Old Fashion Vanilla Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,bce18e8a-f930-5b4f-98ae-f89aa6925fe2,b747b32a-ee01-59b9-b443-75581bb57863,1,1,1,1285048167,item,3,0,1,Eggless Old Fashion Vanila Ice Cream (Regular Scoop),0,
